1024,88.778409,
1032,30.755997,
1040,30.994415,
1048,23.243039,
1056,53.004215,
1064,50.735474,
1072,53.807309,
1080,54.208856,
1088,34.586589,
1096,58.068169,
1104,58.492025,
1112,58.915880,
1120,59.339735,
1128,59.763590,
1136,40.124964,
1144,47.434931,
1152,35.439768,
1160,42.548546,
1168,61.882867,
1176,38.673138,
1184,59.428968,
1192,59.830515,
1200,44.015738,
1208,44.309176,
1216,50.420346,
1224,24.318695,
1232,48.955282,
1240,39.418538,
1248,45.776367,
1256,46.069805,
1264,401.814779,
1272,46.656682,
1280,48.828125,
1288,38.385391,
1296,49.438477,
1304,47.830435,
1312,21.207131,
1320,50.354004,
1328,48.710750,
1336,45.503889,
1344,58.260831,
1352,47.754358,
1360,24.018464,
1368,23.296901,
1376,41.007996,
1384,24.442320,
1392,23.705619,
1400,25.191397,
1408,36.291174,
1416,48.228673,
1424,25.148745,
1432,47.091780,
1440,24.968928,
1448,18.661087,
1456,49.591064,
1464,24.494372,
1472,42.539654,
1480,26.137741,
1488,25.801225,
1496,47.556559,
1504,25.163617,
1512,24.439925,
1520,25.431315,
1528,25.565164,
1536,48.828125,
1544,27.268021,
1552,26.910955,
1560,27.049672,
1568,27.188388,
1576,41.749742,
1584,26.975359,
1592,28.646217,
1600,46.238755,
1608,25.991666,
1616,27.037503,
1624,51.625570,
1632,51.879883,
1640,28.436834,
1648,27.097505,
1656,26.767537,
1664,45.340402,
1672,20.980835,
1680,27.155472,
1688,29.811153,
1696,52.175214,
1704,35.327414,
1712,48.020307,
1720,29.291425,
1728,30.517578,
1736,29.563904,
1744,35.387404,
1752,31.525234,
1760,28.448590,
1768,30.108861,
1776,47.047933,
1784,26.174692,
1792,32.244988,
1800,57.220459,
1808,61.580113,
1816,26.644193,
1824,72.479248,
1832,31.766025,
1840,31.904741,
1848,32.043457,
1856,33.396595,
1864,52.283792,
1872,51.007952,
1880,33.201995,
1888,32.737038,
1896,58.327952,
1904,55.024118,
1912,58.820171,
1920,34.548202,
1928,31.701450,
1936,36.926270,
1944,54.527732,
1952,50.312764,
1960,35.946186,
1968,32.359156,
1976,34.262917,
1984,33.194559,
1992,33.923558,
2000,34.059797,
2008,43.522228,
2016,36.275612,
2024,33.863804,
2032,35.233931,
2040,35.372647,
2048,44.389205,
2056,35.650080,
2064,32.268587,
2072,35.285950,
2080,32.518731,
2088,62.227249,
2096,37.016692,
2104,34.595358,
2112,37.299262,
2120,63.180923,
2128,42.279561,
2136,45.267741,
2144,36.512102,
2152,36.648342,
2160,36.784581,
2168,35.647688,
2176,42.350925,
2184,36.540784,
2192,38.008256,
2200,38.146973,
2208,44.802402,
2216,37.076180,
2224,37.874494,
2232,37.343878,
2240,28.483073,
2248,46.605649,
2256,38.419451,
2264,38.555690,
2272,34.947549,
2280,38.146973,
2288,38.964408,
2296,48.658583,
2304,38.548520,
2312,38.015431,
2320,38.816218,
2328,29.602051,
2336,48.430070,
2344,38.541597,
2352,36.771180,
2360,29.614097,
2368,41.820385,
2376,44.430003,
2384,47.365824,
2392,39.330844,
2400,38.146973,
